/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Susceptibility of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808946, 
	In supplement to: Channell, JET et al. (2008): Age calibrated relative paleointensity for the last 1.5 Myr from IODP Site U1308 (North Atlantic). Earth and Planetary Science Letters, 274, 59-71, https://doi.org/10.1016/j.epsl.2008.07.005
Related to:	Channell, James E T; Hodell, David A (2013): Magnetic signatures of Heinrich-like detrital layers in the Quaternary of the North Atlantic. Earth and Planetary Science Letters, 369-370, 260-270, https://doi.org/10.1016/j.epsl.2013.03.034
	Channell, James E T; Hodell, David A; Romero, Oscar E; Hillaire-Marcel, Claude; de Vernal, Anne; Stoner, Joseph S; Mazaud, Alain; Röhl, Ursula (2012): A 750-kyr detrital-layer stratigraphy for the North Atlantic (IODP Sites U1302–U1303, Orphan Knoll, Labrador Sea). Earth and Planetary Science Letters, 317-318, 218-230, https://doi.org/10.1016/j.epsl.2011.11.029
	Hodell, David A; Channell, James E T; Curtis, Jason H; Romero, Oscar E; Röhl, Ursula (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Coverage:	LATITUDE: 49.877760 * LONGITUDE: -24.238110
	DATE/TIME START: 2004-10-30T00:00:00 * DATE/TIME END: 2004-10-30T00:00:00
	MINIMUM ELEVATION: -3871.0 m * MAXIMUM ELEVATION: -3871.0 m
Event(s):	303-U1308 * LATITUDE: 49.877760 * LONGITUDE: -24.238110 * DATE/TIME: 2004-10-30T00:00:00 * ELEVATION: -3871.0 m * PENETRATION: 1253.5 m * RECOVERY: 1246 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Exp303 (North Atlantic Climate 1) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 134 cores; 1246.0 m cored; 7.5 m drilled; 95.4 % recovery
Parameter(s):	Depth, composite [mcd] (Depth comp) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html) * METHOD/DEVICE: Intercore correlation
	Magnetic susceptibility, volume [10**-6 SI] (kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
	ARM Susceptibility/susceptibility ratio [A/m] (ARM/kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	32289 data points
*/
Depth comp [mcd]	kappa [10**-6 SI]	ARM/kappa [A/m]
95.26	758.9	2.437
95.27	770.5	2.409
95.28	781.8	2.378
95.29	785.9	2.366
95.30	779.0	2.383
95.31	771.4	2.399
95.32	767.0	2.404
95.33	759.6	2.422
95.34	747.7	2.455
95.35	734.9	2.493
95.36	734.0	2.493
95.37	725.8	2.522
95.38	713.2	2.570
95.39	708.8	2.589
95.40	707.4	2.593
95.41	685.2	2.666
95.42	665.6	2.719
95.43	649.7	2.754
95.44	642.8	2.757
95.45	638.4	2.760
95.46	638.8	2.756
95.47	652.7	2.709
95.48	679.4	2.630
95.49	704.4	2.578
95.50	725.4	2.548
95.51	739.5	2.539
95.52	748.5	2.544
95.53	766.8	2.515
95.54	791.8	2.464
95.55	806.2	2.445
95.56	806.9	2.456
95.57	788.9	2.506
95.58	756.6	2.586
95.59	739.5	2.604
95.60	732.7	2.580
95.61	710.3	2.612
95.62	667.5	2.718
95.63	623.1	2.835
95.64	594.0	2.892
95.65	575.4	2.908
95.66	557.8	2.932
95.67	538.3	2.969
95.68	520.0	3.009
95.69	505.5	3.036
95.70	492.4	3.067
95.71	491.3	3.041
95.72	493.9	3.010
95.73	497.4	2.991
95.74	513.1	2.910
95.75	532.8	2.814
95.76	517.6	2.893
95.77	472.6	3.126
95.78	442.4	3.255
95.79	431.6	3.242
95.80	427.9	3.189
95.81	423.1	3.161
95.82	415.9	3.164
95.83	411.4	3.153
95.84	412.7	3.111
95.85	420.0	3.042
95.86	432.5	2.962
95.87	448.7	2.885
95.88	467.8	2.816
95.89	493.4	2.731
95.90	529.0	2.621
95.91	569.3	2.520
95.92	602.0	2.477
95.93	626.0	2.474
95.94	651.4	2.468
95.95	683.2	2.435
95.96	714.2	2.405
95.97	737.1	2.393
95.98	747.1	2.403
95.99	741.2	2.437
96.00	706.9	2.535
96.01	654.9	2.678
96.02	604.5	2.811
96.03	564.7	2.898
96.04	538.4	2.925
96.05	522.8	2.884
96.06	517.6	2.771
96.07	511.1	2.645
96.08	476.5	2.621
96.14	731.2	1.372
96.15	821.2	1.388
96.16	773.5	1.589
96.17	659.5	1.947
96.18	590.8	2.233
96.19	569.2	2.364
96.20	578.2	2.365
96.21	601.6	2.304
96.22	624.7	2.237
96.23	636.8	2.197
96.24	639.3	2.172
96.25	619.7	2.206
96.26	591.1	2.264
96.27	572.5	2.286
96.28	562.6	2.280
96.29	567.5	2.228
96.30	588.6	2.128
96.31	606.6	2.058
96.32	606.7	2.058
96.33	593.5	2.104
96.34	579.7	2.152
96.35	576.0	2.158
96.36	567.2	2.180
96.37	543.0	2.263
96.38	508.1	2.402
96.39	473.8	2.561
96.40	455.9	2.661
96.41	462.6	2.648
96.42	488.2	2.560
96.43	509.9	2.516
96.44	526.2	2.504
96.45	540.9	2.487
96.46	552.7	2.462
96.47	548.8	2.483
96.48	511.3	2.634
96.49	459.2	2.872
96.50	423.9	3.036
96.51	419.4	3.008
96.52	422.0	2.948
96.53	401.4	3.048
96.54	372.2	3.206
96.55	357.1	3.238
96.56	359.8	3.115
96.57	366.5	2.987
96.58	369.1	2.920
96.59	372.4	2.871
96.60	374.7	2.847
96.61	369.3	2.891
96.62	358.2	2.981
96.63	353.6	3.013
96.64	352.3	3.010
96.65	349.8	3.013
96.66	346.8	3.018
96.67	338.6	3.064
96.68	330.4	3.104
96.69	328.2	3.084
96.70	335.4	2.984
96.71	345.6	2.864
96.72	344.0	2.837
96.73	326.0	2.927
96.74	296.1	3.119
96.75	264.5	3.350
96.76	246.1	3.445
96.77	233.6	3.485
96.78	221.9	3.556
96.79	219.5	3.519
96.80	225.7	3.393
96.81	239.6	3.212
96.82	253.1	3.084
96.83	261.9	3.038
96.84	269.6	3.010
96.85	275.8	2.994
96.86	277.0	3.025
96.87	275.1	3.084
96.88	272.3	3.150
96.89	270.4	3.205
96.90	271.4	3.226
96.91	281.3	3.142
96.92	294.0	3.031
96.93	295.1	3.026
96.94	277.2	3.193
96.95	253.9	3.416
96.96	234.2	3.598
96.97	222.2	3.674
96.98	216.3	3.664
96.99	214.6	3.600
97.00	213.1	3.551
97.01	209.8	3.547
97.02	203.2	3.603
97.03	192.5	3.739
97.04	179.9	3.932
97.05	172.0	4.056
97.06	171.4	4.044
97.07	173.3	4.018
97.08	174.3	4.038
97.09	175.2	4.064
97.10	174.3	4.124
97.11	173.5	4.166
97.12	172.3	4.199
97.13	169.1	4.271
97.14	164.8	4.354
97.15	159.0	4.462
97.16	151.3	4.611
97.17	142.2	4.806
97.18	135.4	4.934
97.19	131.0	4.995
97.20	127.9	5.031
97.21	127.2	4.999
97.22	126.3	4.995
97.23	125.0	5.023
97.24	124.6	5.021
97.25	123.7	5.044
97.26	122.6	5.076
97.27	124.2	5.003
97.28	126.1	4.936
97.29	128.9	4.854
97.30	131.2	4.802
97.31	135.0	4.723
97.32	136.9	4.688
97.33	140.5	4.604
97.34	145.4	4.489
97.35	151.0	4.372
97.36	154.4	4.329
97.37	157.2	4.312
97.38	160.3	4.298
97.39	169.0	4.163
97.40	180.0	4.006
97.41	188.4	3.928
97.42	196.2	3.875
97.43	205.8	3.800
97.44	217.8	3.704
97.45	231.6	3.600
97.46	248.1	3.481
97.47	266.4	3.353
97.48	279.3	3.290
97.49	277.4	3.373
97.50	262.7	3.586
97.51	252.6	3.722
97.52	260.6	3.607
97.53	293.6	3.256
97.54	328.5	3.023
97.55	347.5	2.995
97.56	363.0	3.000
97.57	376.3	3.008
97.58	383.5	3.049
97.59	397.2	3.030
97.60	422.0	2.937
97.61	449.6	2.845
97.62	477.6	2.765
97.63	502.5	2.696
97.64	518.9	2.643
97.65	515.1	2.639
97.66	477.9	2.742
97.72	554.7	2.035
97.73	585.1	2.217
97.74	611.4	2.318
97.75	639.8	2.349
97.76	656.0	2.383
97.77	667.2	2.406
97.78	683.7	2.388
97.79	701.5	2.356
97.80	711.7	2.345
97.81	706.2	2.380
97.82	699.2	2.415
97.83	702.4	2.414
97.84	716.9	2.376
97.85	748.5	2.289
97.86	775.5	2.225
97.87	782.5	2.218
97.88	779.5	2.234
97.89	785.7	2.218
97.90	788.1	2.206
97.91	760.3	2.268
97.92	734.6	2.315
97.93	734.2	2.279
97.94	729.3	2.256
97.95	709.1	2.276
97.96	678.5	2.328
97.97	655.5	2.359
97.98	651.9	2.333
97.99	653.6	2.302
98.00	654.0	2.285
98.01	655.1	2.271
98.02	655.7	2.262
98.03	657.2	2.255
98.04	667.2	2.227
98.05	678.8	2.206
98.06	682.8	2.216
98.07	684.6	2.235
98.08	691.8	2.240
98.09	702.1	2.238
98.10	714.9	2.232
98.11	722.8	2.240
98.12	720.0	2.275
98.13	709.0	2.320
98.14	696.3	2.354
98.15	686.7	2.362
98.16	668.4	2.384
98.17	640.0	2.427
98.18	607.0	2.479
98.19	581.5	2.499
98.20	571.7	2.458
98.21	566.6	2.408
98.22	555.1	2.399
98.23	543.4	2.401
98.24	538.0	2.388
98.25	541.8	2.347
98.26	547.3	2.311
98.27	544.6	2.316
98.28	543.3	2.315
98.29	544.8	2.304
98.30	542.8	2.311
98.31	537.6	2.335
98.32	536.1	2.346
98.33	537.0	2.350
98.34	535.4	2.367
98.35	534.9	2.382
98.36	538.2	2.384
98.37	540.3	2.396
98.38	543.5	2.402
98.39	548.4	2.398
98.40	553.2	2.393
98.41	558.1	2.390
98.42	557.7	2.409
98.43	552.2	2.448
98.44	551.6	2.462
98.45	557.8	2.444
98.46	559.7	2.442
98.47	555.6	2.458
98.48	547.0	2.483
98.49	537.4	2.501
98.50	527.4	2.507
98.51	515.3	2.512
98.52	492.1	2.559
98.53	451.9	2.696
98.54	424.0	2.779
98.55	456.6	2.536
98.56	505.4	2.308
98.57	526.8	2.267
98.58	530.9	2.305
98.59	529.4	2.360
98.60	525.2	2.415
98.61	519.7	2.467
98.62	514.7	2.509
98.63	509.3	2.544
98.64	511.2	2.540
98.65	517.1	2.517
98.66	523.6	2.492
98.67	527.2	2.477
98.68	521.4	2.495
98.69	505.1	2.549
98.70	482.7	2.625
98.71	467.9	2.658
98.72	462.3	2.649
98.73	458.2	2.641
98.74	453.8	2.645
98.75	448.4	2.657
98.76	445.5	2.659
98.77	446.2	2.641
98.78	449.2	2.616
98.79	454.5	2.584
98.80	462.4	2.546
98.81	469.1	2.521
98.82	476.6	2.499
98.83	487.3	2.466
98.84	500.6	2.423
98.85	506.5	2.415
98.86	502.7	2.449
98.87	510.5	2.431
98.88	536.8	2.343
98.89	556.2	2.301
98.90	563.3	2.307
98.91	563.3	2.330
98.92	562.0	2.349
98.93	563.5	2.352
98.94	567.1	2.344
98.95	561.6	2.370
98.96	549.4	2.421
98.97	548.6	2.424
98.98	560.4	2.381
98.99	568.3	2.364
99.00	568.0	2.381
99.01	567.2	2.395
99.02	577.5	2.366
99.03	594.2	2.319
99.04	603.7	2.308
99.05	606.6	2.321
99.06	614.5	2.315
99.07	632.0	2.278
99.08	652.1	2.241
99.09	662.0	2.243
99.10	672.9	2.239
99.11	693.2	2.206
99.12	719.0	2.157
99.13	737.4	2.128
99.14	744.6	2.113
99.15	746.5	2.082
99.16	734.4	2.041
99.22	834.7	1.718
99.23	848.6	1.864
99.24	835.2	1.987
99.25	819.7	2.061
99.26	808.0	2.092
99.27	793.5	2.110
99.28	774.0	2.133
99.29	756.0	2.153
99.30	742.3	2.168
99.31	733.8	2.179
99.32	741.2	2.150
99.33	755.4	2.108
99.34	761.7	2.091
99.35	764.1	2.081
99.36	761.0	2.081
99.37	743.2	2.117
99.38	718.1	2.171
99.39	705.4	2.193
99.40	711.3	2.169
99.41	727.6	2.130
99.42	750.7	2.083
99.43	773.0	2.046
99.44	786.6	2.032
99.45	792.8	2.033
99.46	796.2	2.035
99.47	795.1	2.042
99.48	791.9	2.050
99.49	786.6	2.061
99.50	783.2	2.068
99.51	793.3	2.048
99.52	816.6	2.009
99.53	844.4	1.972
99.54	868.3	1.957
99.55	889.9	1.958
99.56	924.2	1.941
99.57	960.4	1.930
99.58	1005.3	1.915
99.59	1085.5	1.850
99.60	1163.4	1.804
99.61	1209.3	1.808
99.62	1234.8	1.826
99.63	1233.7	1.863
99.64	1200.0	1.926
99.65	1153.6	1.988
99.66	1077.5	2.082
99.67	993.2	2.184
99.68	945.2	2.204
99.69	904.0	2.212
99.70	849.5	2.255
99.71	784.6	2.340
99.72	738.3	2.388
99.73	724.7	2.357
99.74	723.0	2.316
99.75	714.7	2.313
99.76	707.2	2.314
99.77	688.0	2.357
99.78	669.2	2.403
99.79	671.8	2.383
99.80	684.9	2.342
99.81	697.6	2.316
99.82	705.6	2.314
99.83	715.3	2.315
99.84	737.9	2.284
99.85	769.4	2.240
99.86	793.5	2.229
99.87	818.1	2.221
99.88	857.8	2.179
99.89	897.7	2.147
99.90	919.4	2.156
99.91	936.0	2.172
99.92	958.2	2.165
99.93	988.3	2.134
99.94	1001.5	2.132
99.95	988.4	2.171
99.96	949.8	2.250
99.97	914.8	2.311
99.98	910.4	2.295
99.99	922.7	2.247
100.00	911.8	2.261
100.01	878.1	2.330
100.02	861.6	2.345
100.03	852.2	2.328
100.04	802.6	2.396
100.05	694.2	2.628
100.06	567.3	2.980
100.07	478.0	3.232
100.08	440.1	3.215
100.09	424.4	3.103
100.10	407.3	3.053
100.11	385.1	3.061
100.12	357.3	3.138
100.13	329.0	3.233
100.14	305.1	3.303
100.15	287.6	3.327
100.16	275.0	3.324
100.17	267.9	3.294
100.18	265.0	3.250
100.19	264.2	3.212
100.20	264.7	3.185
100.21	272.1	3.106
100.22	286.6	2.984
100.23	304.4	2.869
100.24	320.2	2.796
100.25	331.0	2.776
100.26	343.0	2.750
100.27	362.3	2.676
100.28	385.6	2.596
100.29	413.2	2.508
100.30	443.7	2.423
100.31	460.6	2.418
100.32	465.6	2.462
100.33	485.7	2.421
100.34	509.8	2.366
100.35	512.1	2.410
100.36	536.5	2.357
100.37	614.2	2.119
100.38	665.8	2.017
100.39	647.9	2.112
100.40	608.7	2.254
100.41	595.9	2.284
100.42	597.4	2.262
100.43	604.8	2.235
100.44	619.1	2.199
100.45	637.6	2.161
100.46	658.4	2.119
100.47	679.7	2.077
100.48	700.3	2.030
100.49	695.6	2.038
100.50	652.5	2.128
100.51	594.2	2.257
100.52	553.2	2.323
100.53	528.6	2.340
100.54	501.3	2.394
100.55	472.8	2.484
100.56	454.0	2.550
100.57	442.9	2.591
100.58	439.0	2.601
100.59	447.0	2.543
100.60	453.4	2.495
100.61	446.6	2.520
100.62	434.5	2.573
100.63	422.8	2.617
100.64	418.9	2.593
100.65	418.8	2.515
100.66	407.0	2.464
100.72	349.1	2.050
100.73	357.8	2.328
100.74	352.6	2.603
100.75	343.0	2.842
100.76	332.0	3.050
100.77	323.6	3.210
100.78	319.2	3.306
100.79	317.6	3.347
100.80	315.0	3.378
100.81	312.2	3.397
100.82	312.5	3.373
100.83	311.4	3.360
100.84	304.4	3.406
100.85	296.8	3.450
100.86	292.9	3.450
100.87	293.6	3.401
100.88	297.1	3.331
100.89	303.6	3.251
100.90	311.1	3.176
100.91	316.9	3.132
100.92	323.4	3.092
100.93	331.2	3.050
100.94	337.4	3.028
100.95	347.0	2.979
100.96	362.3	2.884
100.97	373.7	2.827
100.98	386.8	2.761
100.99	404.5	2.667
101.00	425.3	2.557
101.01	444.4	2.456
101.02	453.4	2.398
101.03	444.5	2.410
101.04	436.2	2.400
101.05	447.5	2.286
101.06	462.0	2.182
101.07	469.7	2.136
101.08	479.6	2.097
101.09	489.0	2.073
101.10	490.9	2.088
101.11	492.6	2.102
101.12	496.0	2.104
101.13	501.6	2.094
101.14	511.1	2.078
101.15	519.6	2.084
101.16	526.9	2.118
101.17	537.8	2.155
101.18	549.5	2.202
101.19	563.1	2.252
101.20	581.5	2.292
101.21	606.4	2.306
101.22	632.1	2.319
101.23	656.2	2.329
101.24	674.0	2.347
101.25	676.8	2.396
101.26	680.5	2.426
101.27	692.8	2.414
101.28	708.6	2.386
101.29	726.2	2.348
101.30	740.3	2.315
101.31	738.7	2.320
101.32	719.6	2.366
101.33	701.3	2.395
101.34	687.8	2.403
101.35	671.1	2.422
101.36	655.0	2.446
101.37	640.9	2.469
101.38	634.9	2.468
101.39	638.9	2.437
101.40	637.7	2.426
101.41	616.2	2.484
101.42	578.5	2.597
101.43	537.6	2.720
101.44	507.2	2.794
101.45	494.8	2.791
101.46	492.8	2.751
101.47	495.0	2.711
101.48	495.7	2.691
101.49	494.5	2.686
101.50	491.7	2.690
101.51	490.5	2.687
101.52	489.8	2.677
101.53	484.6	2.683
101.54	476.8	2.692
101.55	466.3	2.708
101.56	450.1	2.752
101.57	429.1	2.825
101.58	407.9	2.898
101.59	393.0	2.930
101.60	380.9	2.947
101.61	369.2	2.974
101.62	352.0	3.059
101.63	337.6	3.138
101.64	324.4	3.220
101.65	311.5	3.320
101.66	308.8	3.333
101.67	311.4	3.302
101.68	316.4	3.255
101.69	323.0	3.195
101.70	328.8	3.144
101.71	325.0	3.184
101.72	318.7	3.245
101.73	315.2	3.278
101.74	310.7	3.326
101.75	308.6	3.354
101.76	311.7	3.334
101.77	318.2	3.284
101.78	325.0	3.240
101.79	330.5	3.208
101.80	332.2	3.207
101.81	330.0	3.230
101.82	323.9	3.278
101.83	315.1	3.342
101.84	305.5	3.406
101.85	302.4	3.393
101.86	299.1	3.382
101.87	288.2	3.461
101.88	277.0	3.547
101.89	269.8	3.589
101.90	264.8	3.612
101.91	263.8	3.597
101.92	269.5	3.510
101.93	275.5	3.441
101.94	276.7	3.438
101.95	275.6	3.454
101.96	272.3	3.484
101.97	269.8	3.492
101.98	270.0	3.464
101.99	271.2	3.430
102.00	272.2	3.408
102.01	271.4	3.410
102.02	271.9	3.397
102.03	271.4	3.397
102.04	273.7	3.367
102.05	273.9	3.366
102.06	274.1	3.368
102.07	273.8	3.382
102.08	276.1	3.373
102.09	277.5	3.380
102.10	279.2	3.387
102.11	280.4	3.395
102.12	279.0	3.419
102.13	278.6	3.411
102.14	278.6	3.366
102.15	276.2	3.302
102.16	263.1	3.285
102.22	233.4	2.545
102.23	232.7	3.016
102.24	232.9	3.340
102.25	232.1	3.577
102.26	231.8	3.723
102.27	232.0	3.799
102.28	231.6	3.838
102.29	231.4	3.841
102.30	231.5	3.823
102.31	257.8	3.420
102.32	272.2	3.237
102.33	277.9	3.181
102.34	282.5	3.148
102.35	284.3	3.151
102.36	285.0	3.166
102.37	286.4	3.177
102.38	289.4	3.183
102.39	294.8	3.184
102.40	300.8	3.193
102.41	308.6	3.177
102.42	316.6	3.140
102.43	322.8	3.101
102.44	330.4	3.042
102.45	331.0	3.048
102.46	329.4	3.081
102.47	343.5	2.973
102.48	366.6	2.804
102.49	382.0	2.707
102.50	388.2	2.680
102.51	386.9	2.706
102.52	385.0	2.731
102.53	384.9	2.733
102.54	386.0	2.712
102.55	387.6	2.677
102.56	386.7	2.656
102.57	386.9	2.634
102.58	389.5	2.607
102.59	394.0	2.578
102.60	396.8	2.570
102.61	393.0	2.616
102.62	382.0	2.718
102.63	373.6	2.812
102.64	367.5	2.890
102.65	367.9	2.913
102.66	369.6	2.922
102.67	372.1	2.929
102.68	377.1	2.929
102.69	383.6	2.932
102.70	390.1	2.943
102.71	398.4	2.930
102.72	408.4	2.883
102.73	415.6	2.827
102.74	413.0	2.811
102.75	411.8	2.768
102.76	414.4	2.687
102.77	423.6	2.560
102.78	440.5	2.398
102.79	457.3	2.266
102.80	461.4	2.218
102.81	454.3	2.234
102.82	445.9	2.258
102.83	434.8	2.295
102.84	413.6	2.389
102.85	387.4	2.529
102.86	366.1	2.655
102.87	357.7	2.693
102.88	358.5	2.655
102.89	357.0	2.624
102.90	348.5	2.634
102.91	336.0	2.673
102.92	327.7	2.686
102.93	325.7	2.654
102.94	325.9	2.600
102.95	324.0	2.552
102.96	317.3	2.533
102.97	307.6	2.549
102.98	293.0	2.633
102.99	278.8	2.748
103.00	272.5	2.814
103.01	271.8	2.839
103.02	263.2	2.972
103.03	241.8	3.311
103.04	219.4	3.766
103.05	208.3	4.108
103.06	208.2	4.256
103.07	216.9	4.215
103.08	222.4	4.230
103.09	222.5	4.331
103.10	224.5	4.397
103.11	240.4	4.223
103.12	262.1	3.990
103.13	280.1	3.827
103.14	298.3	3.662
103.15	314.0	3.524
103.16	323.2	3.436
103.17	382.4	2.813
103.18	385.3	2.788
103.19	379.5	2.808
103.20	357.3	2.930
103.21	332.0	3.066
103.22	313.8	3.141
103.23	307.0	3.116
103.24	303.9	3.071
103.25	297.6	3.077
103.26	292.5	3.084
103.27	290.2	3.078
103.28	293.7	3.033
103.29	304.4	2.939
103.30	320.3	2.824
103.31	338.9	2.715
103.32	350.5	2.673
103.33	353.1	2.696
103.34	357.3	2.697
103.35	370.1	2.626
103.36	387.2	2.527
103.37	404.2	2.428
103.38	423.8	2.313
103.39	439.2	2.215
103.40	433.8	2.207
103.41	407.4	2.289
103.42	389.2	2.315
103.43	388.1	2.222
103.44	395.6	2.082
103.45	407.1	1.941
103.46	419.0	1.851
103.47	421.0	1.863
103.48	420.4	1.936
103.49	433.9	1.979
103.50	455.6	2.002
103.51	475.2	2.040
103.52	487.9	2.109
103.53	494.5	2.192
103.54	495.5	2.283
103.55	490.6	2.380
103.56	481.2	2.486
103.57	474.4	2.563
103.58	483.2	2.548
103.59	495.6	2.511
103.60	503.4	2.489
103.61	517.1	2.432
103.62	528.3	2.386
103.63	540.0	2.337
103.64	558.5	2.253
103.65	579.6	2.151
103.66	597.6	2.051
103.67	606.2	1.970
103.68	604.0	1.906
103.69	598.2	1.823
103.70	572.0	1.751
103.78	399.0	1.914
103.79	432.7	2.038
103.80	451.1	2.157
103.81	454.5	2.280
103.82	452.3	2.380
103.83	464.4	2.382
103.84	486.4	2.324
103.85	501.5	2.297
103.86	505.4	2.309
103.87	505.5	2.321
103.88	503.4	2.326
103.89	499.3	2.330
103.90	500.0	2.311
103.91	504.3	2.281
103.92	511.4	2.248
103.93	525.0	2.196
103.94	538.6	2.155
103.95	544.1	2.143
103.96	549.1	2.120
103.97	552.6	2.086
103.98	549.3	2.059
103.99	545.2	2.022
104.00	525.0	2.036
104.01	506.1	2.044
104.02	497.2	2.007
104.03	484.4	1.974
104.04	481.2	1.886
104.05	495.4	1.726
104.06	513.2	1.569
104.07	519.1	1.471
104.08	516.6	1.419
104.09	510.9	1.382
104.10	505.5	1.342
104.11	508.4	1.270
104.12	508.6	1.204
104.13	505.8	1.153
104.14	507.4	1.106
104.15	508.4	1.083
104.16	491.0	1.122
104.17	465.3	1.205
104.18	444.6	1.304
104.19	424.4	1.430
104.20	402.2	1.596
104.21	380.2	1.794
104.22	358.8	2.018
104.23	333.6	2.276
104.24	313.2	2.514
104.25	307.8	2.632
104.26	308.6	2.691
104.27	312.6	2.715
104.28	317.2	2.727
104.29	320.0	2.752
104.30	324.1	2.759
104.31	327.2	2.771
104.32	327.2	2.800
104.33	329.1	2.807
104.34	335.2	2.775
104.35	339.7	2.753
104.36	343.3	2.733
104.37	341.8	2.746
104.38	335.4	2.783
104.39	328.9	2.800
104.40	319.6	2.825
104.41	310.6	2.832
104.42	312.3	2.735
104.43	326.6	2.541
104.44	346.9	2.330
104.45	368.4	2.134
104.46	390.0	1.950
104.47	409.6	1.778
104.48	416.9	1.656
104.49	409.7	1.590
104.50	399.8	1.544
104.51	398.3	1.479
104.52	398.3	1.423
104.53	385.8	1.425
104.54	357.8	1.505
104.55	318.3	1.667
104.56	267.8	1.958
104.57	214.3	2.419
104.58	173.7	2.950
104.59	151.7	3.350
104.60	142.7	3.545
104.61	141.2	3.581
104.62	145.5	3.494
104.63	146.7	3.500
104.64	146.6	3.556
104.65	148.1	3.582
104.66	149.8	3.607
104.67	149.0	3.680
104.68	145.7	3.797
104.69	140.0	3.962
104.70	136.6	4.063
104.71	136.6	4.069
104.72	136.3	4.105
104.73	139.3	4.066
104.74	143.1	4.029
104.75	150.1	3.921
104.76	155.6	3.870
104.77	163.1	3.781
104.78	170.4	3.709
104.79	178.3	3.636
104.80	184.4	3.605
104.81	192.8	3.538
104.82	201.8	3.470
104.83	212.1	3.389
104.84	221.2	3.335
104.85	226.7	3.336
104.86	235.6	3.287
104.87	247.6	3.198
104.88	259.2	3.121
104.89	266.0	3.101
104.90	266.0	3.148
104.91	263.2	3.212
104.92	264.2	3.221
104.93	263.6	3.241
104.94	259.8	3.294
104.95	256.2	3.338
104.96	252.2	3.387
104.97	249.6	3.422
104.98	247.7	3.452
104.99	245.0	3.498
105.00	240.2	3.576
105.01	235.1	3.656
105.02	229.5	3.736
105.03	224.2	3.805
105.04	219.8	3.852
105.05	217.1	3.852
105.06	214.9	3.821
105.07	211.6	3.795
105.08	208.1	3.758
105.09	203.3	3.736
105.10	198.6	3.716
105.11	195.0	3.693
105.12	193.6	3.652
105.13	192.9	3.625
105.14	191.3	3.630
105.15	189.4	3.648
105.16	187.6	3.661
105.17	184.7	3.683
105.18	182.2	3.682
105.19	177.6	3.691
105.20	171.8	3.671
105.21	163.4	3.645
105.22	143.8	3.778
105.28	162.0	2.945
105.29	175.0	3.142
105.30	184.8	3.263
105.31	193.4	3.318
105.32	199.8	3.353
105.33	207.3	3.338
105.34	215.7	3.288
105.35	223.3	3.241
105.36	229.1	3.209
105.37	230.9	3.220
105.38	234.0	3.202
105.39	239.1	3.154
105.40	245.0	3.104
105.41	249.9	3.078
105.42	254.1	3.072
105.43	256.8	3.092
105.44	257.4	3.133
105.45	258.9	3.159
105.46	261.1	3.174
105.47	265.2	3.168
105.48	271.1	3.148
105.49	274.8	3.156
105.50	279.1	3.158
105.51	284.8	3.143
105.52	292.6	3.111
105.53	301.6	3.070
105.54	310.3	3.038
105.55	319.7	2.998
105.56	328.5	2.966
105.57	337.5	2.926
105.58	337.4	2.950
105.59	323.8	3.070
105.60	310.4	3.175
105.61	311.7	3.132
105.62	318.9	3.046
105.63	320.3	3.028
105.64	318.2	3.041
105.65	311.4	3.086
105.66	299.2	3.172
105.67	284.2	3.280
105.68	271.4	3.368
105.69	261.7	3.417
105.70	251.7	3.481
105.71	241.7	3.564
105.72	236.0	3.605
105.73	236.7	3.579
105.74	242.1	3.508
105.75	248.0	3.452
105.76	251.7	3.434
105.77	252.7	3.450
105.78	250.9	3.496
105.79	248.9	3.536
105.80	249.7	3.532
105.81	252.1	3.509
105.82	257.2	3.461
105.83	263.2	3.416
105.84	271.2	3.360
105.85	280.9	3.296
105.86	289.8	3.248
105.87	297.8	3.209
105.88	306.6	3.162
105.89	320.5	3.078
105.90	334.7	3.016
105.91	346.5	2.996
105.92	362.6	2.945
105.93	379.3	2.894
105.94	393.3	2.866
105.95	407.4	2.830
105.96	418.6	2.812
105.97	424.9	2.822
105.98	432.0	2.826
105.99	445.8	2.790
106.00	473.4	2.688
