ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00506;Transformations;Échelle nucléaire;Fission nucléaire;;Processus;Confirmé;Noyau lourd vers fragments;Excitation ou instabilité;Fragments, neutrons, énergie;Spontanée ou induite;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00507;Transformations;Échelle nucléaire;Capture neutronique;;Processus;Confirmé;Noyau plus neutron vers isotope plus lourd;Flux de neutrons;Nucléide excité puis stabilisé;Processus s et r;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00508;Transformations;Échelle nucléaire;Capture protonique;;Processus;Confirmé;Noyau plus proton;Énergie suffisante;Noyau plus lourd;Nucléosynthèse explosive ou stellaire;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00509;Transformations;Échelle nucléaire;Capture alpha;;Processus;Confirmé;Noyau plus hélium 4;Énergie suffisante;Noyau plus lourd;Nucléosynthèse;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00510;Transformations;Échelle nucléaire;Désintégration alpha;;Processus;Confirmé;Noyau lourd vers noyau fils et hélium 4;Instabilité nucléaire;Élément transformé;Réduit Z de 2 et A de 4;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00511;Transformations;Échelle nucléaire;Désintégration bêta moins;;Processus;Confirmé;Neutron vers proton, électron et antineutrino;Instabilité neutronique;Isobare avec Z augmenté;Interaction faible;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00512;Transformations;Échelle nucléaire;Désintégration bêta plus;;Processus;Confirmé;Proton vers neutron, positron et neutrino;Énergie disponible;Isobare avec Z diminué;Interaction faible;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00513;Transformations;Échelle nucléaire;Capture électronique;;Processus;Confirmé;Noyau capture un électron;Énergie et état électronique adaptés;Neutrino et noyau fils;Change proton en neutron;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00514;Transformations;Échelle nucléaire;Transition isomérique;;Processus;Confirmé;État nucléaire excité vers état inférieur;Émission gamma ou conversion interne;Même nuclide à énergie moindre;Conserve A et Z;Dépend des conditions et des flux;Processus lui-même;https://www-nds.iaea.org/amdc/ame2020/nubase_4.mas20.txt;TRF
MAT-00515;Transformations;Échelle atomique;Ionisation;;Processus;Confirmé;Atome ou molécule perd un ou plusieurs électrons;Rayonnement, collision, champ;Ion positif et électrons;Modifie réactivité et spectre;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00516;Transformations;Échelle atomique;Attachement électronique;;Processus;Confirmé;Atome ou molécule gagne un électron;Affinité électronique et collision;Ion négatif;Fréquent dans plasmas et chimie;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00517;Transformations;Échelle atomique;Recombinaison;;Processus;Confirmé;Ion positif et électron se lient;Refroidissement et collision;Atome ou ion moins chargé;Émet souvent un photon;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00518;Transformations;Échelle atomique;Excitation électronique;;Processus;Confirmé;Électron passe à un niveau supérieur;Absorption ou collision;État excité;Retour radiatif ou non radiatif;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00519;Transformations;Échelle chimique;Formation de liaison covalente;;Processus;Confirmé;Atomes partagent des électrons;Chemin réactionnel accessible;Molécule ou réseau;Dépend de la géométrie et de l'énergie;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00520;Transformations;Échelle chimique;Formation de liaison ionique;;Processus;Confirmé;Transfert de charge et attraction électrostatique;Potentiels chimiques adaptés;Sel, cristal, complexe;Souvent en solides ou solutions;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00521;Transformations;Échelle chimique;Oxydoréduction;;Processus;Confirmé;Transfert d'électrons;Donneur et accepteur couplés;États d'oxydation modifiés;Central en géologie et biologie;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00522;Transformations;Échelle chimique;Acide-base;;Processus;Confirmé;Transfert de proton ou paire électronique;Milieu et pH adaptés;Espèces protonées ou déprotonées;Régule spéciation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00523;Transformations;Échelle chimique;Polymérisation;;Processus;Confirmé;Monomères vers chaîne ou réseau;Catalyse, énergie, concentrations;Polymère;Peut être réversible ou irréversible;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00524;Transformations;Échelle chimique;Hydrolyse;;Processus;Confirmé;Liaison rompue par l'eau;Eau et catalyse éventuelle;Fragments hydroxylés ou protonés;Biologie et altération;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00525;Transformations;Échelle chimique;Photolyse;;Processus;Confirmé;Molécule transformée par photon;Longueur d'onde absorbée;Radicaux, ions, produits;Atmosphères et astroglaces;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00526;Transformations;Échelle chimique;Catalyse de surface;;Processus;Confirmé;Réactions accélérées sur interface;Surface active;Produits chimiques;Grains interstellaires, minéraux, enzymes;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00527;Transformations;Échelle de phase;Fusion;;Processus;Confirmé;Solide vers liquide;Dépassement de la courbe de fusion;Liquide;Peut être partielle;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00528;Transformations;Échelle de phase;Cristallisation;;Processus;Confirmé;Liquide, gaz ou amorphe vers cristal;Sursaturation ou refroidissement;Solide ordonné;Dépend de la nucléation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00529;Transformations;Échelle de phase;Vaporisation;;Processus;Confirmé;Liquide vers gaz;Apport d'énergie ou baisse de pression;Gaz;Ébullition ou évaporation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00530;Transformations;Échelle de phase;Condensation;;Processus;Confirmé;Gaz vers liquide ou solide;Refroidissement ou compression;Gouttelettes ou grains;Formation de nuages et poussières;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00531;Transformations;Échelle de phase;Sublimation;;Processus;Confirmé;Solide vers gaz;Pression et température adaptées;Gaz;Comètes et glaces;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00532;Transformations;Échelle de phase;Dépôt;;Processus;Confirmé;Gaz vers solide;Sursaturation;Cristal ou solide amorphe;Givre et grains;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00533;Transformations;Échelle de phase;Transition vitreuse;;Processus;Confirmé;Liquide surfondu vers verre;Refroidissement plus rapide que relaxation;Solide amorphe;Histoire dépendante;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00534;Transformations;Échelle géologique;Altération chimique;;Processus;Confirmé;Roches plus eau, gaz et organismes;Surface ou circulation de fluides;Argiles, ions, sols;Rend des éléments accessibles;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00535;Transformations;Échelle géologique;Métamorphisme;;Processus;Confirmé;Roche transformée sans fusion complète;Pression, température, fluides;Nouveaux minéraux et textures;Mémoire de trajectoire;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00536;Transformations;Échelle géologique;Fusion partielle;;Processus;Confirmé;Fraction d'une roche fond;Température, volatils, pression;Magma et résidu;Trie les éléments;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00537;Transformations;Échelle géologique;Différenciation planétaire;;Processus;Confirmé par inférence et échantillons;Séparation par densité et affinités chimiques;Fusion, gravité, convection;Noyau, manteau, croûte;Crée des réservoirs;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00538;Transformations;Échelle biologique;Assimilation;;Processus;Confirmé;Matière externe intégrée dans la biomasse;Transport et métabolisme;Molécules et structures biologiques;Transforme accessible en opératoire;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00539;Transformations;Échelle biologique;Respiration cellulaire;;Processus;Confirmé;Substrats réduits et oxydants vers ATP, CO2, eau ou autres produits;Chaînes redox et membranes;Énergie utilisable et déchets;Conversion couplée;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00540;Transformations;Échelle biologique;Photosynthèse;;Processus;Confirmé;Lumière, donneur d'électrons et carbone vers matière organique;Pigments, membranes, enzymes;Biomasse et oxydants réduits ou O2;Stocke une fraction de l'énergie lumineuse;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00541;Transformations;Échelle biologique;Décomposition;;Processus;Confirmé;Matière biologique complexe vers molécules simples et minéraux;Décomposeurs et conditions adaptées;Nutriments, gaz, humus;Remobilise la matière;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00542;Transformations;Échelle biologique;Biominéralisation;;Processus;Confirmé;Organisme contrôle la précipitation minérale;Matrice organique et ions;Os, coquilles, magnétite et autres;Architecture organo-minérale;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00543;Transformations;Échelle astrophysique;Accrétion;;Processus;Confirmé;Matière tombe et s'organise autour d'un potentiel gravitationnel;Dissipation de moment angulaire;Disque, étoile, planète, objet compact;Convertit énergie gravitationnelle;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00544;Transformations;Échelle astrophysique;Éjection et vent;;Processus;Confirmé;Matière expulsée d'un objet;Pression, rayonnement, magnétisme ou explosion;Milieu enrichi;Redistribue éléments et poussières;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00545;Transformations;Échelle astrophysique;Explosion de supernova;;Processus;Confirmé;Étoile ou naine blanche libère matière et énergie;Effondrement ou emballement thermonucléaire;Éjecta, noyaux, poussières;Nucléosynthèse et dispersion;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00546;Transformations;Échelle astrophysique;Formation de poussières;;Processus;Confirmé;Gaz refroidi vers grains solides;Sursaturation et nucléation;Silicates, carbone, oxydes;Enveloppes stellaires et supernovas;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00547;Transformations;Échelle ORI-C;Accessibilisation;;Processus;Concept opératoire;Réservoir isolé devient atteignable par un flux ou une interface;Ouverture de voie, gradient ou transport;Matière accessible;Ne garantit pas la mobilisation;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00548;Transformations;Échelle ORI-C;Mobilisation;;Processus;Concept opératoire;Matière accessible est déplacée, dissoute, transportée ou transformée;Énergie, mécanisme et cinétique suffisants;Flux effectif de matière;Doit être quantifiée;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00549;Transformations;Échelle ORI-C;Incorporation opératoire;;Processus;Concept opératoire;Matière mobilisée entre dans une architecture qui contribue à sa persistance;Compatibilité structurelle et régulation;Composant fonctionnel;Distingue présence et fonction;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
MAT-00550;Transformations;Échelle ORI-C;Séquestration;;Processus;Concept opératoire;Matière devient moins accessible ou isolée;Enfouissement, précipitation, compartimentation;Réservoir protégé;Réduit la fraction mobilisable;Dépend des conditions et des flux;Processus lui-même;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;TRF
